Year_Month,Year,Primary.Type,Location.Description,total_crimes,days_with_crime,avg_daily_crimes
2001-02,2001,BATTERY,"SCHOOL, PRIVATE, BUILDING",1,1,1
2001-02,2001,BATTERY,VEHICLE-COMMERCIAL,1,1,1
2001-02,2001,BATTERY,WAREHOUSE,1,1,1
2001-02,2001,BURGLARY,ABANDONED BUILDING,1,1,1
2001-02,2001,BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2001-02,2001,BURGLARY,RESIDENCE-GARAGE,1,1,1
2001-02,2001,BURGLARY,"SCHOOL, PUBLIC, BUILDING",1,1,1
2001-02,2001,BURGLARY,SMALL RETAIL STORE,1,1,1
2001-02,2001,BURGLARY,WAREHOUSE,1,1,1
2001-02,2001,CRIM SEXUAL ASSAULT,APARTMENT,1,1,1
2001-02,2001,CRIM SEXUAL ASSAULT,HOTEL/MOTEL,1,1,1
2001-02,2001,CRIM SEXUAL ASSAULT,RESIDENCE PORCH/HALLWAY,1,1,1
2001-02,2001,CRIM SEXUAL ASSAULT,VEHICLE NON-COMMERCIAL,1,1,1
2001-02,2001,CRIMINAL DAMAGE,CAR WASH,1,1,1
2001-02,2001,CRIMINAL DAMAGE,FACTORY/MANUFACTURING BUILDING,1,1,1
2001-02,2001,CRIMINAL DAMAGE,GAS STATION,1,1,1
2001-02,2001,CRIMINAL DAMAGE,GROCERY FOOD STORE,1,1,1
2001-02,2001,CRIMINAL DAMAGE,HOSPITAL BUILDING/GROUNDS,1,1,1
2001-02,2001,CRIMINAL DAMAGE,PARK PROPERTY,1,1,1
2001-02,2001,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2001-02,2001,CRIMINAL DAMAGE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2001-02,2001,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,1,1,1
2001-02,2001,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",1,1,1
2001-02,2001,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2001-02,2001,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,1,1,1
2001-02,2001,CRIMINAL TRESPASS,CHA PARKING LOT/GROUNDS,1,1,1
2001-02,2001,CRIMINAL TRESPASS,GAS STATION,1,1,1
2001-02,2001,CRIMINAL TRESPASS,HOSPITAL BUILDING/GROUNDS,1,1,1
2001-02,2001,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2001-02,2001,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,1,1,1
2001-02,2001,CRIMINAL TRESPASS,SMALL RETAIL STORE,1,1,1
2001-02,2001,DECEPTIVE PRACTICE,APARTMENT,1,1,1
2001-02,2001,DECEPTIVE PRACTICE,DEPARTMENT STORE,1,1,1
2001-02,2001,DECEPTIVE PRACTICE,GROCERY FOOD STORE,1,1,1
2001-02,2001,DECEPTIVE PRACTICE,OTHER,1,1,1
2001-02,2001,DECEPTIVE PRACTICE,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2001-02,2001,GAMBLING,RESIDENCE,1,1,1
2001-02,2001,GAMBLING,RESTAURANT,1,1,1
2001-02,2001,GAMBLING,"SCHOOL, PUBLIC, BUILDING",1,1,1
2001-02,2001,GAMBLING,SIDEWALK,1,1,1
2001-02,2001,GAMBLING,STREET,1,1,1
2001-02,2001,HOMICIDE,APARTMENT,1,1,1
2001-02,2001,HOMICIDE,PARKING LOT,1,1,1
2001-02,2001,INTERFERENCE WITH PUBLIC OFFICER,RESIDENCE,1,1,1
2001-02,2001,INTERFERENCE WITH PUBLIC OFFICER,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2001-02,2001,INTIMIDATION,RESIDENCE PORCH/HALLWAY,1,1,1
2001-02,2001,KIDNAPPING,RESIDENCE,1,1,1
2001-02,2001,KIDNAPPING,RESTAURANT,1,1,1
2001-02,2001,LIQUOR LAW VIOLATION,TAVERN/LIQUOR STORE,1,1,1
2001-02,2001,MOTOR VEHICLE THEFT,DRIVEWAY - RESIDENTIAL,1,1,1
2001-02,2001,MOTOR VEHICLE THEFT,OTHER,1,1,1
2001-02,2001,MOTOR VEHICLE THEFT,RESIDENCE,1,1,1
2001-02,2001,MOTOR VEHICLE THEFT,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2001-02,2001,NARCOTICS,CHA APARTMENT,1,1,1
2001-02,2001,NARCOTICS,GROCERY FOOD STORE,1,1,1
2001-02,2001,NARCOTICS,HOTEL/MOTEL,1,1,1
2001-02,2001,NARCOTICS,RESTAURANT,1,1,1
2001-02,2001,OFFENSE INVOLVING CHILDREN,APARTMENT,1,1,1
2001-02,2001,OFFENSE INVOLVING CHILDREN,CHA APARTMENT,1,1,1
2001-02,2001,OTHER OFFENSE,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2001-02,2001,OTHER OFFENSE,CHA PARKING LOT/GROUNDS,1,1,1
2001-02,2001,OTHER OFFENSE,CTA PLATFORM,1,1,1
2001-02,2001,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2001-02,2001,OTHER OFFENSE,RESTAURANT,1,1,1
2001-02,2001,OTHER OFFENSE,TAVERN/LIQUOR STORE,1,1,1
2001-02,2001,PROSTITUTION,SIDEWALK,1,1,1
2001-02,2001,PUBLIC PEACE VIOLATION,APARTMENT,1,1,1
2001-02,2001,PUBLIC PEACE VIOLATION,CLEANING STORE,1,1,1
2001-02,2001,PUBLIC PEACE VIOLATION,GOVERNMENT BUILDING/PROPERTY,1,1,1
2001-02,2001,PUBLIC PEACE VIOLATION,GROCERY FOOD STORE,1,1,1
2001-02,2001,PUBLIC PEACE VIOLATION,POLICE FACILITY/VEH PARKING LOT,1,1,1
2001-02,2001,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, BUILDING",1,1,1
2001-02,2001,PUBLIC PEACE VIOLATION,SIDEWALK,1,1,1
2001-02,2001,PUBLIC PEACE VIOLATION,STREET,1,1,1
2001-02,2001,ROBBERY,CTA BUS,1,1,1
2001-02,2001,ROBBERY,OTHER,1,1,1
2001-02,2001,ROBBERY,RESTAURANT,1,1,1
2001-02,2001,ROBBERY,"SCHOOL, PUBLIC, BUILDING",1,1,1
2001-02,2001,ROBBERY,TAVERN/LIQUOR STORE,1,1,1
2001-02,2001,THEFT,BAR OR TAVERN,1,1,1
2001-02,2001,THEFT,CHA PARKING LOT/GROUNDS,1,1,1
2001-02,2001,THEFT,CLEANING STORE,1,1,1
2001-02,2001,THEFT,CURRENCY EXCHANGE,1,1,1
2001-02,2001,THEFT,DEPARTMENT STORE,1,1,1
2001-02,2001,THEFT,GOVERNMENT BUILDING/PROPERTY,1,1,1
2001-02,2001,THEFT,LIBRARY,1,1,1
2001-02,2001,THEFT,PARK PROPERTY,1,1,1
2001-02,2001,THEFT,"SCHOOL, PRIVATE, BUILDING",1,1,1
2001-02,2001,THEFT,VEHICLE-COMMERCIAL,1,1,1
2001-02,2001,THEFT,WAREHOUSE,1,1,1
2001-02,2001,WEAPONS VIOLATION,MEDICAL/DENTAL OFFICE,1,1,1
2001-02,2001,WEAPONS VIOLATION,RESIDENCE PORCH/HALLWAY,1,1,1
2001-02,2001,WEAPONS VIOLATION,TAVERN/LIQUOR STORE,1,1,1
2001-02,2001,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,1,1,1
2001-03,2001,NARCOTICS,STREET,461,31,14.87
2001-03,2001,NARCOTICS,SIDEWALK,169,31,5.45
2001-03,2001,BATTERY,RESIDENCE,131,31,4.23
2001-03,2001,BATTERY,STREET,109,30,3.63
2001-03,2001,MOTOR VEHICLE THEFT,STREET,89,29,3.07
2001-03,2001,CRIMINAL DAMAGE,STREET,69,27,2.56
2001-03,2001,THEFT,RESIDENCE,65,25,2.6
2001-03,2001,THEFT,STREET,63,28,2.25
2001-03,2001,OTHER OFFENSE,RESIDENCE,53,23,2.3
2001-03,2001,ROBBERY,STREET,50,28,1.79
2001-03,2001,BATTERY,SIDEWALK,49,25,1.96
2001-03,2001,CRIMINAL DAMAGE,RESIDENCE,49,24,2.04
2001-03,2001,ASSAULT,RESIDENCE,47,23,2.04
2001-03,2001,BATTERY,APARTMENT,37,19,1.95
2001-03,2001,BATTERY,"SCHOOL, PUBLIC, BUILDING",30,18,1.67
2001-03,2001,NARCOTICS,ALLEY,28,18,1.56
2001-03,2001,NARCOTICS,RESIDENCE,28,17,1.65
2001-03,2001,PROSTITUTION,STREET,26,16,1.62
2001-03,2001,THEFT,GROCERY FOOD STORE,26,21,1.24
2001-03,2001,OTHER OFFENSE,STREET,22,15,1.47
2001-03,2001,ASSAULT,STREET,20,14,1.43
2001-03,2001,BURGLARY,RESIDENCE,19,16,1.19
2001-03,2001,NARCOTICS,OTHER,19,13,1.46
2001-03,2001,THEFT,APARTMENT,19,14,1.36
2001-03,2001,ROBBERY,SIDEWALK,18,14,1.29
2001-03,2001,BATTERY,CHA APARTMENT,16,13,1.23
2001-03,2001,ASSAULT,"SCHOOL, PUBLIC, BUILDING",15,12,1.25
2001-03,2001,BATTERY,RESIDENCE PORCH/HALLWAY,13,12,1.08
2001-03,2001,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),13,10,1.3
2001-03,2001,BATTERY,ALLEY,12,10,1.2
2001-03,2001,NARCOTICS,CHA HALLWAY/STAIRWELL/ELEVATOR,12,9,1.33
2001-03,2001,OTHER OFFENSE,APARTMENT,12,9,1.33
2001-03,2001,ASSAULT,SIDEWALK,11,9,1.22
2001-03,2001,BATTERY,"SCHOOL, PUBLIC, GROUNDS",11,7,1.57
2001-03,2001,NARCOTICS,CHA APARTMENT,11,11,1
2001-03,2001,DECEPTIVE PRACTICE,RESIDENCE,10,10,1
2001-03,2001,NARCOTICS,CHA PARKING LOT/GROUNDS,10,8,1.25
2001-03,2001,OTHER OFFENSE,OTHER,10,5,2
2001-03,2001,THEFT,OTHER,10,9,1.11
2001-03,2001,BATTERY,CHA PARKING LOT/GROUNDS,9,7,1.29
2001-03,2001,BURGLARY,APARTMENT,9,9,1
2001-03,2001,CRIMINAL DAMAGE,APARTMENT,9,9,1
2001-03,2001,OFFENSE INVOLVING CHILDREN,RESIDENCE,9,9,1
2001-03,2001,THEFT,"SCHOOL, PUBLIC, BUILDING",9,7,1.29
2001-03,2001,WEAPONS VIOLATION,STREET,9,8,1.12
2001-03,2001,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),8,7,1.14
2001-03,2001,NARCOTICS,VACANT LOT/LAND,8,6,1.33
2001-03,2001,THEFT,PARKING LOT/GARAGE(NON.RESID.),8,5,1.6
2001-03,2001,ASSAULT,APARTMENT,7,7,1
2001-03,2001,ASSAULT,OTHER,7,6,1.17
2001-03,2001,BATTERY,OTHER,7,6,1.17
2001-03,2001,NARCOTICS,RESIDENCE PORCH/HALLWAY,7,7,1
2001-03,2001,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, BUILDING",7,7,1
2001-03,2001,ROBBERY,RESIDENCE,7,7,1
2001-03,2001,THEFT,SMALL RETAIL STORE,7,7,1
2001-03,2001,ASSAULT,CHA APARTMENT,6,6,1
2001-03,2001,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),6,6,1
2001-03,2001,WEAPONS VIOLATION,SIDEWALK,6,6,1
2001-03,2001,ASSAULT,"SCHOOL, PUBLIC, GROUNDS",5,4,1.25
2001-03,2001,BATTERY,CHA HALLWAY/STAIRWELL/ELEVATOR,5,5,1
2001-03,2001,BATTERY,VEHICLE NON-COMMERCIAL,5,5,1
2001-03,2001,CRIMINAL DAMAGE,OTHER,5,5,1
2001-03,2001,CRIMINAL TRESPASS,RESIDENCE,5,5,1
2001-03,2001,WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",5,4,1.25
2001-03,2001,ASSAULT,ALLEY,4,4,1
2001-03,2001,ASSAULT,RESIDENCE PORCH/HALLWAY,4,4,1
2001-03,2001,CRIMINAL TRESPASS,"SCHOOL, PUBLIC, BUILDING",4,3,1.33
2001-03,2001,MOTOR VEHICLE THEFT,GAS STATION,4,4,1
2001-03,2001,NARCOTICS,"SCHOOL, PUBLIC, BUILDING",4,3,1.33
2001-03,2001,NARCOTICS,"SCHOOL, PUBLIC, GROUNDS",4,4,1
2001-03,2001,ROBBERY,ALLEY,4,4,1
2001-03,2001,ROBBERY,GROCERY FOOD STORE,4,3,1.33
2001-03,2001,THEFT,COMMERCIAL / BUSINESS OFFICE,4,4,1
2001-03,2001,THEFT,VEHICLE NON-COMMERCIAL,4,3,1.33
2001-03,2001,ASSAULT,CHA HALLWAY/STAIRWELL/ELEVATOR,3,3,1
2001-03,2001,ASSAULT,GROCERY FOOD STORE,3,3,1
2001-03,2001,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),3,3,1
2001-03,2001,ASSAULT,SMALL RETAIL STORE,3,3,1
2001-03,2001,BATTERY,CTA BUS,3,3,1
2001-03,2001,BATTERY,HOTEL/MOTEL,3,3,1
2001-03,2001,BATTERY,SMALL RETAIL STORE,3,3,1
2001-03,2001,BURGLARY,CHA APARTMENT,3,3,1
2001-03,2001,BURGLARY,OTHER,3,3,1
2001-03,2001,CRIMINAL DAMAGE,GROCERY FOOD STORE,3,3,1
2001-03,2001,CRIMINAL DAMAGE,VACANT LOT/LAND,3,3,1
2001-03,2001,DECEPTIVE PRACTICE,BANK,3,3,1
2001-03,2001,GAMBLING,SIDEWALK,3,3,1
2001-03,2001,LIQUOR LAW VIOLATION,GROCERY FOOD STORE,3,2,1.5
2001-03,2001,LIQUOR LAW VIOLATION,TAVERN/LIQUOR STORE,3,1,3
2001-03,2001,NARCOTICS,CTA PLATFORM,3,3,1
2001-03,2001,NARCOTICS,VEHICLE NON-COMMERCIAL,3,3,1
2001-03,2001,ROBBERY,CHA HALLWAY/STAIRWELL/ELEVATOR,3,3,1
2001-03,2001,ROBBERY,GAS STATION,3,3,1
2001-03,2001,SEX OFFENSE,RESIDENCE,3,3,1
2001-03,2001,THEFT,ALLEY,3,3,1
2001-03,2001,THEFT,CHA APARTMENT,3,3,1
2001-03,2001,THEFT,CTA BUS,3,3,1
2001-03,2001,THEFT,POLICE FACILITY/VEH PARKING LOT,3,2,1.5
2001-03,2001,THEFT,RESIDENCE PORCH/HALLWAY,3,3,1
2001-03,2001,THEFT,RESTAURANT,3,3,1
2001-03,2001,ARSON,RESIDENCE,2,1,2
2001-03,2001,ARSON,VEHICLE NON-COMMERCIAL,2,2,1
2001-03,2001,ASSAULT,TAVERN/LIQUOR STORE,2,2,1
2001-03,2001,BATTERY,BAR OR TAVERN,2,2,1
2001-03,2001,BATTERY,CTA PLATFORM,2,2,1
2001-03,2001,BATTERY,GAS STATION,2,1,2
2001-03,2001,BATTERY,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2001-03,2001,BATTERY,VEHICLE-COMMERCIAL,2,2,1
2001-03,2001,BURGLARY,GROCERY FOOD STORE,2,2,1
2001-03,2001,BURGLARY,RESTAURANT,2,2,1
2001-03,2001,CRIM SEXUAL ASSAULT,RESIDENCE,2,2,1
2001-03,2001,CRIMINAL DAMAGE,BARBERSHOP,2,1,2
2001-03,2001,CRIMINAL DAMAGE,CHA HALLWAY/STAIRWELL/ELEVATOR,2,2,1
2001-03,2001,CRIMINAL DAMAGE,CHA PARKING LOT/GROUNDS,2,2,1
2001-03,2001,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,2,2,1
2001-03,2001,CRIMINAL DAMAGE,GAS STATION,2,2,1
2001-03,2001,CRIMINAL DAMAGE,HOSPITAL BUILDING/GROUNDS,2,2,1
2001-03,2001,CRIMINAL DAMAGE,POLICE FACILITY/VEH PARKING LOT,2,2,1
2001-03,2001,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,2,2,1
2001-03,2001,CRIMINAL DAMAGE,RESIDENCE-GARAGE,2,2,1
2001-03,2001,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",2,2,1
2001-03,2001,CRIMINAL DAMAGE,SMALL RETAIL STORE,2,2,1
2001-03,2001,CRIMINAL TRESPASS,APARTMENT,2,2,1
2001-03,2001,DECEPTIVE PRACTICE,ALLEY,2,2,1
2001-03,2001,DECEPTIVE PRACTICE,CURRENCY EXCHANGE,2,2,1
2001-03,2001,DECEPTIVE PRACTICE,MOVIE HOUSE/THEATER,2,2,1
2001-03,2001,DECEPTIVE PRACTICE,STREET,2,2,1
2001-03,2001,DECEPTIVE PRACTICE,TAVERN/LIQUOR STORE,2,2,1
2001-03,2001,MOTOR VEHICLE THEFT,OTHER,2,2,1
2001-03,2001,MOTOR VEHICLE THEFT,VACANT LOT/LAND,2,2,1
2001-03,2001,NARCOTICS,GAS STATION,2,2,1
2001-03,2001,NARCOTICS,POLICE FACILITY/VEH PARKING LOT,2,2,1
2001-03,2001,NARCOTICS,RESTAURANT,2,2,1
2001-03,2001,NARCOTICS,TAVERN/LIQUOR STORE,2,2,1
2001-03,2001,OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,2,2,1
2001-03,2001,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",2,2,1
2001-03,2001,OTHER OFFENSE,"SCHOOL, PUBLIC, GROUNDS",2,2,1
2001-03,2001,PUBLIC PEACE VIOLATION,RESTAURANT,2,2,1
2001-03,2001,PUBLIC PEACE VIOLATION,SIDEWALK,2,2,1
2001-03,2001,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2001-03,2001,ROBBERY,RESTAURANT,2,2,1
2001-03,2001,SEX OFFENSE,APARTMENT,2,1,2
2001-03,2001,THEFT,CHA PARKING LOT/GROUNDS,2,2,1
2001-03,2001,THEFT,GOVERNMENT BUILDING/PROPERTY,2,2,1
2001-03,2001,THEFT,MEDICAL/DENTAL OFFICE,2,2,1
2001-03,2001,THEFT,TAVERN/LIQUOR STORE,2,2,1
2001-03,2001,WEAPONS VIOLATION,GROCERY FOOD STORE,2,2,1
2001-03,2001,WEAPONS VIOLATION,RESIDENCE,2,2,1
2001-03,2001,ARSON,ABANDONED BUILDING,1,1,1
2001-03,2001,ARSON,PARK PROPERTY,1,1,1
2001-03,2001,ASSAULT,CHA PARKING LOT/GROUNDS,1,1,1
2001-03,2001,ASSAULT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2001-03,2001,ASSAULT,CTA BUS,1,1,1
2001-03,2001,ASSAULT,CTA TRAIN,1,1,1
2001-03,2001,ASSAULT,DRUG STORE,1,1,1
2001-03,2001,ASSAULT,GAS STATION,1,1,1
2001-03,2001,ASSAULT,HOSPITAL BUILDING/GROUNDS,1,1,1
2001-03,2001,BATTERY,BARBERSHOP,1,1,1
2001-03,2001,BATTERY,COMMERCIAL / BUSINESS OFFICE,1,1,1
2001-03,2001,BATTERY,DAY CARE CENTER,1,1,1
2001-03,2001,BATTERY,HOSPITAL BUILDING/GROUNDS,1,1,1
2001-03,2001,BATTERY,PARK PROPERTY,1,1,1
2001-03,2001,BATTERY,RESIDENCE-GARAGE,1,1,1
2001-03,2001,BATTERY,RESTAURANT,1,1,1
2001-03,2001,BATTERY,TAXICAB,1,1,1
2001-03,2001,BATTERY,VACANT LOT/LAND,1,1,1
2001-03,2001,BURGLARY,ABANDONED BUILDING,1,1,1
2001-03,2001,BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2001-03,2001,BURGLARY,RESIDENCE-GARAGE,1,1,1
2001-03,2001,BURGLARY,SMALL RETAIL STORE,1,1,1
2001-03,2001,BURGLARY,STREET,1,1,1
2001-03,2001,CRIM SEXUAL ASSAULT,ALLEY,1,1,1
2001-03,2001,CRIMINAL DAMAGE,ABANDONED BUILDING,1,1,1
2001-03,2001,CRIMINAL DAMAGE,ALLEY,1,1,1
2001-03,2001,CRIMINAL DAMAGE,CHA APARTMENT,1,1,1
2001-03,2001,CRIMINAL DAMAGE,CLEANING STORE,1,1,1
2001-03,2001,CRIMINAL DAMAGE,CTA PLATFORM,1,1,1
2001-03,2001,CRIMINAL DAMAGE,DRUG STORE,1,1,1
2001-03,2001,CRIMINAL DAMAGE,FACTORY/MANUFACTURING BUILDING,1,1,1
2001-03,2001,CRIMINAL DAMAGE,PARK PROPERTY,1,1,1
2001-03,2001,CRIMINAL DAMAGE,RESTAURANT,1,1,1
2001-03,2001,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2001-03,2001,CRIMINAL TRESPASS,ALLEY,1,1,1
2001-03,2001,CRIMINAL TRESPASS,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2001-03,2001,CRIMINAL TRESPASS,CHA PARKING LOT/GROUNDS,1,1,1
2001-03,2001,CRIMINAL TRESPASS,CTA TRAIN,1,1,1
2001-03,2001,CRIMINAL TRESPASS,DRIVEWAY - RESIDENTIAL,1,1,1
2001-03,2001,CRIMINAL TRESPASS,GAS STATION,1,1,1
2001-03,2001,CRIMINAL TRESPASS,GOVERNMENT BUILDING/PROPERTY,1,1,1
2001-03,2001,CRIMINAL TRESPASS,GROCERY FOOD STORE,1,1,1
2001-03,2001,CRIMINAL TRESPASS,HOSPITAL BUILDING/GROUNDS,1,1,1
2001-03,2001,CRIMINAL TRESPASS,OTHER,1,1,1
2001-03,2001,CRIMINAL TRESPASS,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2001-03,2001,CRIMINAL TRESPASS,STREET,1,1,1
2001-03,2001,CRIMINAL TRESPASS,TAVERN/LIQUOR STORE,1,1,1
2001-03,2001,DECEPTIVE PRACTICE,CHA APARTMENT,1,1,1
2001-03,2001,DECEPTIVE PRACTICE,COLLEGE/UNIVERSITY GROUNDS,1,1,1
2001-03,2001,DECEPTIVE PRACTICE,GROCERY FOOD STORE,1,1,1
2001-03,2001,DECEPTIVE PRACTICE,MEDICAL/DENTAL OFFICE,1,1,1
2001-03,2001,DECEPTIVE PRACTICE,SIDEWALK,1,1,1
2001-03,2001,GAMBLING,STREET,1,1,1
2001-03,2001,HOMICIDE,GANGWAY,1,1,1
2001-03,2001,HOMICIDE,VACANT LOT,1,1,1
2001-03,2001,INTERFERENCE WITH PUBLIC OFFICER,OTHER,1,1,1
2001-03,2001,INTIMIDATION,SIDEWALK,1,1,1
2001-03,2001,INTIMIDATION,STREET,1,1,1
2001-03,2001,LIQUOR LAW VIOLATION,OTHER,1,1,1
2001-03,2001,LIQUOR LAW VIOLATION,SIDEWALK,1,1,1
2001-03,2001,MOTOR VEHICLE THEFT,POLICE FACILITY/VEH PARKING LOT,1,1,1
2001-03,2001,MOTOR VEHICLE THEFT,RESIDENCE,1,1,1
2001-03,2001,NARCOTICS,APARTMENT,1,1,1
2001-03,2001,NARCOTICS,CAR WASH,1,1,1
2001-03,2001,NARCOTICS,CTA BUS,1,1,1
2001-03,2001,NARCOTICS,DRUG STORE,1,1,1
2001-03,2001,OFFENSE INVOLVING CHILDREN,RESIDENCE PORCH/HALLWAY,1,1,1
2001-03,2001,OTHER OFFENSE,ABANDONED BUILDING,1,1,1
2001-03,2001,OTHER OFFENSE,FACTORY/MANUFACTURING BUILDING,1,1,1
2001-03,2001,OTHER OFFENSE,GOVERNMENT BUILDING/PROPERTY,1,1,1
2001-03,2001,OTHER OFFENSE,GROCERY FOOD STORE,1,1,1
2001-03,2001,OTHER OFFENSE,HOSPITAL BUILDING/GROUNDS,1,1,1
2001-03,2001,OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,1,1,1
2001-03,2001,OTHER OFFENSE,RESTAURANT,1,1,1
2001-03,2001,PROSTITUTION,SIDEWALK,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,ALLEY,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,CAR WASH,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,GROCERY FOOD STORE,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,OTHER,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,PARK PROPERTY,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,POLICE FACILITY/VEH PARKING LOT,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,RESIDENCE,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,SMALL RETAIL STORE,1,1,1
2001-03,2001,PUBLIC PEACE VIOLATION,STREET,1,1,1
2001-03,2001,ROBBERY,RESIDENCE PORCH/HALLWAY,1,1,1
2001-03,2001,ROBBERY,RESIDENCE-GARAGE,1,1,1
2001-03,2001,ROBBERY,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2001-03,2001,ROBBERY,SMALL RETAIL STORE,1,1,1
2001-03,2001,ROBBERY,VACANT LOT/LAND,1,1,1
2001-03,2001,ROBBERY,VEHICLE NON-COMMERCIAL,1,1,1
2001-03,2001,SEX OFFENSE,"SCHOOL, PUBLIC, BUILDING",1,1,1
2001-03,2001,SEX OFFENSE,STREET,1,1,1
2001-03,2001,STALKING,STREET,1,1,1
2001-03,2001,THEFT,ABANDONED BUILDING,1,1,1
2001-03,2001,THEFT,BAR OR TAVERN,1,1,1
2001-03,2001,THEFT,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2001-03,2001,THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2001-03,2001,THEFT,CONSTRUCTION SITE,1,1,1
2001-03,2001,THEFT,CTA PLATFORM,1,1,1
2001-03,2001,THEFT,CURRENCY EXCHANGE,1,1,1
2001-03,2001,THEFT,DEPARTMENT STORE,1,1,1
2001-03,2001,THEFT,DRIVEWAY - RESIDENTIAL,1,1,1
2001-03,2001,THEFT,FACTORY/MANUFACTURING BUILDING,1,1,1
2001-03,2001,THEFT,FIRE STATION,1,1,1
2001-03,2001,THEFT,GAS STATION,1,1,1
2001-03,2001,THEFT,MOVIE HOUSE/THEATER,1,1,1
2001-03,2001,THEFT,"SCHOOL, PRIVATE, BUILDING",1,1,1
2001-03,2001,THEFT,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2001-03,2001,THEFT,VEHICLE-COMMERCIAL,1,1,1
2001-03,2001,WEAPONS VIOLATION,APARTMENT,1,1,1
2001-03,2001,WEAPONS VIOLATION,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2001-04,2001,NARCOTICS,STREET,259,30,8.63
2001-04,2001,NARCOTICS,SIDEWALK,183,30,6.1
2001-04,2001,BATTERY,STREET,144,29,4.97
2001-04,2001,BATTERY,RESIDENCE,140,30,4.67
2001-04,2001,MOTOR VEHICLE THEFT,STREET,90,27,3.33
2001-04,2001,CRIMINAL DAMAGE,STREET,89,29,3.07
2001-04,2001,THEFT,STREET,85,29,2.93
2001-04,2001,BATTERY,SIDEWALK,84,29,2.9
2001-04,2001,CRIMINAL DAMAGE,RESIDENCE,55,25,2.2
2001-04,2001,ROBBERY,STREET,50,25,2
2001-04,2001,THEFT,RESIDENCE,47,21,2.24
2001-04,2001,ASSAULT,STREET,42,21,2
2001-04,2001,OTHER OFFENSE,RESIDENCE,41,21,1.95
2001-04,2001,BURGLARY,RESIDENCE,39,23,1.7
2001-04,2001,BATTERY,APARTMENT,38,22,1.73
2001-04,2001,PROSTITUTION,STREET,37,19,1.95
2001-04,2001,ASSAULT,RESIDENCE,29,17,1.71
2001-04,2001,NARCOTICS,ALLEY,29,18,1.61
2001-04,2001,THEFT,GROCERY FOOD STORE,23,18,1.28
2001-04,2001,BATTERY,CHA APARTMENT,22,13,1.69
2001-04,2001,OTHER OFFENSE,STREET,22,15,1.47
